,news_sentiment,broker_count_imbalance,volume_indicator,benchmark_price_difference,trade_count_imbalance,one_sided_trade_indicator,tranche_size_indicator
0,0.3931444486731639,0.12436198719967839,0.6778892697073087,0.4977762417709135,-0.7206982745760815,-0.6800763028141159,0.7248691201811168
1,0.7724956104208642,0.36937632415254584,-0.8772379830243947,0.1397481154484952,0.8518638934191982,-0.2575187071551993,0.5860627411447076
2,-0.18935250827261751,0.19001292758888555,-0.4853517528812924,-0.36491418159667044,-0.1838334364074593,-0.2358991365499189,0.35661555924744265
3,0.21909032838962283,-0.5779304049878741,0.8761698768099078,0.4954624158502239,0.18249509739889658,0.09434036888142061,0.10645515756752269
4,0.03876568348860787,0.47452948799082306,0.3455260648007681,-0.15337028679019926,-0.020692213258474368,0.23805537655038433,0.43259353192922256
5,0.516110021209591,0.11681498082913877,0.29165852422928285,0.2743164298110279,0.4237300160943889,0.35620936441003215,0.5651633076988394
6,-0.9516060960969424,0.5338029082864078,0.2739104928456555,-0.09606517130133285,0.36524052236771976,0.0530556500492001,0.5536042937609794
7,0.8849427825959517,0.6297766952600372,-0.3387795608183224,0.0081047378161343,0.20200263183429734,-0.38998916809788564,0.4665838760164789
8,0.01770020630851321,-0.7093533349724407,0.35873562832583117,-0.6259184692637025,-0.3082282402448894,-0.5413873274963925,0.6725805743350664
9,0.5940483443499309,0.6665729318901719,-0.6868535804585203,-0.13992860190954526,-0.7868007767327097,-0.21146776264442513,0.13384574987938191
10,0.008226132352086024,-0.08263653889586609,-0.015089641208256732,0.6014403071560281,0.31072894073790924,-0.48404843208292725,0.8492857326810734
11,0.20841477942552356,-0.1224104304158985,0.3712029756776749,-0.4872826015842674,0.34675450701919885,-0.023195490008079966,0.012556004491287501
12,-0.03157731639782646,0.42368724651367673,0.6347473925094536,0.27683169025507537,0.23113091992241297,-0.15580529182200942,0.12245928284372344
13,-0.6192910127540886,-0.29366116699929823,-0.3927230900598869,0.1551219761946825,0.7498199858904571,-0.40896735084520075,0.22724475091990629
14,-0.4908876002888599,-0.18004673776466384,0.31029979513242645,-0.6504452115929891,0.2970219498952662,-0.3105251256480064,0.6632999089860092
15,-0.1667272617338198,0.3629121006750331,-0.2134892192607416,-0.7547753514193418,0.6924914756849383,0.3431261169620481,0.36620091215640505
16,-0.1202034660952227,-0.12536381434571942,0.09975901946401744,-0.16704330392896094,-0.11685060704671457,-0.2841238022417375,0.21932985572713704
17,0.4866370082100959,0.03261907499671857,-0.29490246683567767,-0.2695311386694005,-0.5906690268037798,0.11898072689270145,0.5655966578309299
18,-0.7568372370599235,-0.278495609700382,-0.16646226476680126,0.9342991061983765,0.5366417443919984,-0.3470883361899414,0.21872942866778078
19,0.20656624618850672,-0.715994570458933,-0.6899188210682698,0.0029404738147575937,0.35839335306576126,-0.5038676017103223,0.5466985028525297
20,0.4137422653369265,0.35711004818545855,-0.38029806472761507,0.8167415135758846,-0.11625865993172613,0.20820929090381335,0.3519442153323037
21,-0.14633249776887536,0.417562643791068,-0.1668489717139905,-0.21429076421467375,0.605458425173419,-0.26728227794914006,0.3989850737754452
22,-0.6913273197659735,-0.3561133343053393,0.7433404661429079,0.041772018289352175,-0.1916893379959277,0.18246544114520402,0.14062034334865076
23,0.729757512881499,-0.1575493748996989,0.36352252448885536,-0.13757052905421152,-0.41873742687553406,0.27920639303302,0.9254557621796281
24,0.43813745642402613,0.04127271409382427,0.172092230263323,0.19930285710408824,-0.258587063042095,0.08763312743657004,0.4146104544068984
25,-0.5200201868394092,-0.4229137400623999,0.07491724189575422,0.19332709277948656,-0.8132058523103134,-0.027774869537287805,0.20440086073514357
26,-0.11876764916215898,0.6125316259321556,0.4010614513103714,0.5691833478470381,0.1642778308399344,-0.2567164897685874,0.590055670821823
27,-0.0994345782769962,0.5062107389525998,0.1523864681347351,-0.12617359220065305,-0.4276109298468065,-0.16383350203113045,0.3755170141951668
28,-0.7312467406313876,0.6601911305434813,0.13999173610915672,0.19605982354836904,0.41410276210584995,-0.36439300464374746,0.694876378573304
29,0.15105724669659804,0.14252588431038649,0.43337514393362464,0.5571101684993971,0.37432434968282724,-0.05707343841446455,0.3583023118018539
30,0.2682477559024792,-0.701004769004345,-0.3424031824001533,-0.1418980356804237,0.4476263767189659,0.35289251580370773,0.4680051461481853
31,-0.37136928597138774,0.4180454830853606,-0.07530403051728995,-0.6241801227183091,-0.16689108904052363,0.24708380359714432,0.5079731002796709
32,-0.09929427745630692,0.5169212843048707,-0.24526693057271254,0.4150633065748701,-0.29500646897385896,0.24888822037689695,0.2269692130994261
33,0.5648723776157476,-0.4078724871930708,-0.3268997270503198,0.09625837600988629,0.6503184452494595,-0.25541418825516926,0.4386679003782715
34,-0.3189633241468157,-0.6229767780843993,0.5163121003896982,0.4292160908946461,-0.6377946670156887,-0.2876636204311813,0.3084807556659716
35,-0.6435920869914666,-0.20980168986952852,0.2174091395704405,0.48175578722177215,0.41754272607347054,0.6013584890112846,0.33732891696937906
36,-0.4838390105917668,0.4031503303104855,-0.7330886578958891,-0.22379015926211088,0.07675790081429779,-0.5291661928384198,0.6260087607938856
37,-0.4703069977349378,0.050294005488936255,-0.5643275572204857,0.08312806187376398,0.05747839092262241,-0.194351506525964,0.3645156951368589
38,0.5672316290150496,0.7431331165394361,-0.5049973625201019,-0.10061196043865772,-0.272360294550981,0.19589951269077277,0.6545609415131213
39,-0.1630765593226915,0.07225089424133779,-0.40305058040319974,-0.059644541976171306,0.23639893104226628,-0.05644035459268282,0.8595283355075928
40,-0.6545900014431241,-0.15250581234185778,0.18107253964318293,0.5637404172302967,-0.5328983239970436,-0.926026869949691,0.9224251971877983
41,-0.5198327770395823,0.3909016224339341,0.20052936941817623,-0.2558128353121828,-0.4837352698123436,-0.6783937045115502,0.45861128320426
42,0.23855280285675162,0.7772260229838188,-0.5163731229666159,-0.7989765972904564,-0.5532403473757828,0.8164795955279136,0.6267071830386731
43,-0.3338107359051651,-0.2435344258874349,-0.9208041595753075,-0.5529988567059729,-0.2451421835775207,-0.13870876226165552,0.1248965634745045
44,-0.6711683119337299,0.4746317295973712,-0.4692080553410414,-0.8395352154505533,0.07072115931348866,-0.47108996860134933,0.6714400780868504
45,-0.699550060371487,-0.5068424866179237,0.07692665708619395,0.19675399038356822,0.26363410280648036,0.11454322416661689,0.5761847311246874
46,0.305217433554003,0.26266921299278323,-0.23725675105931143,-0.4376911898836624,-0.0026016450483685727,-0.09280823798887872,0.435588591177823
47,0.19865779540109973,-0.12848633853157132,0.17033383405203684,0.25129565342282034,0.23819967141762777,-0.012082161523453427,0.47879639421075026
