Unnamed: 0,news_sentiment,broker_count_imbalance,volume_indicator,benchmark_price_difference,trade_count_imbalance,one_sided_trade_indicator,tranche_size_indicator,stress_index
0,0.3931444486731639,0.1243619871996783,0.6778892697073087,0.4977762417709135,-0.7206982745760815,-0.6800763028141159,0.7248691201811168,0.5515152583530201
1,0.7724956104208642,0.3693763241525458,-0.8772379830243947,0.1397481154484952,0.8518638934191982,-0.2575187071551993,0.5860627411447076,0.6238051835431987
2,-0.1893525082726175,0.1900129275888855,-0.4853517528812924,-0.3649141815966704,-0.1838334364074593,-0.2358991365499189,0.3566155592474426,0.3056774018518351
3,0.2190903283896228,-0.5779304049878741,0.8761698768099078,0.4954624158502239,0.1824950973988965,0.0943403688814206,0.1064551575675226,0.5997680714607856
4,0.0387656834886078,0.474529487990823,0.3455260648007681,-0.1533702867901992,-0.0206922132584743,0.2380553765503843,0.4325935319292225,0.5945869524482542
5,0.516110021209591,0.1168149808291387,0.2916585242292828,0.2743164298110279,0.4237300160943889,0.3562093644100321,0.5651633076988394,0.745987630930841
6,-0.9516060960969424,0.5338029082864078,0.2739104928456555,-0.0960651713013328,0.3652405223677197,0.0530556500492001,0.5536042937609794,0.5151713139617486
7,0.8849427825959517,0.6297766952600372,-0.3387795608183224,0.0081047378161343,0.2020026318342973,-0.3899891680978856,0.4665838760164789,0.6082462336472197
8,0.0177002063085132,-0.7093533349724407,0.3587356283258311,-0.6259184692637025,-0.3082282402448894,-0.5413873274963925,0.6725805743350664,0.27725323353313563
9,0.5940483443499309,0.6665729318901719,-0.6868535804585203,-0.1399286019095452,-0.7868007767327097,-0.2114677626444251,0.1338457498793819,0.3670912110152342
10,0.008226132352086,-0.082636538895866,-0.0150896412082567,0.6014403071560281,0.3107289407379092,-0.4840484320829272,0.8492857326810734,0.5732510164456788
11,0.2084147794255235,-0.1224104304158985,0.3712029756776749,-0.4872826015842674,0.3467545070191988,-0.0231954900080799,0.0125560044912875,0.4609207228989381
12,-0.0315773163978264,0.4236872465136767,0.6347473925094536,0.2768316902550753,0.2311309199224129,-0.1558052918220094,0.1224592828437234,0.6131925613976191
13,-0.6192910127540886,-0.2936611669992982,-0.3927230900598869,0.1551219761946825,0.7498199858904571,-0.4089673508452007,0.2272447509199062,0.3477460547997505
14,-0.4908876002888599,-0.1800467377646638,0.3102997951324264,-0.6504452115929891,0.2970219498952662,-0.3105251256480064,0.6632999089860092,0.37591858208688084
